,BHK,Rent,Size,Area_Type,City,Furnishing_Status,Tenant_Preferred,Bathroom,Point_Contact,Floor_Number,Total_Floor
1357,2,0.00937464273465188,0.07384230287859823,1,5,2,0,2,0,4,7
1358,2,0.015376700583057045,0.08010012515644555,1,5,2,1,2,0,5,15
1359,2,0.014519263747570595,0.06758448060075092,1,5,0,0,2,0,3,3
1360,1,0.021092660340688237,0.10387984981226532,1,5,2,1,2,0,8,17
1361,3,0.02109294615296673,0.1390488110137672,1,5,0,1,2,0,30,45
1362,2,0.012518577798102205,0.08010012515644555,1,5,2,1,2,0,2,12
1363,1,0.00594489539270607,0.07071339173967459,2,5,2,1,1,2,14,14
1364,1,0.008803018177660911,0.05819774718397997,2,5,0,1,1,2,3,4
1365,2,0.00937464273465188,0.10262828535669585,1,5,1,1,2,0,9,21
1366,3,0.04824511261003772,0.1660826032540676,1,5,1,1,3,0,28,30
1367,1,0.006230707671201554,0.05131414267834793,1,5,1,1,2,0,5,7
1368,1,0.005373270835715102,0.03754693366708385,1,5,2,0,1,0,0,7
1369,3,0.09969132273922487,0.22403003754693365,1,5,0,2,4,0,2,12
1370,3,0.025380130330398994,0.11977471839799748,1,5,0,1,3,0,14,33
1371,1,0.015376700583057045,0.06195244055068836,1,5,1,1,1,0,4,12
1372,1,0.003944209443237681,0.033166458072590735,2,5,2,1,1,2,3,7
1373,2,0.00594489539270607,0.07884856070087608,1,5,1,2,2,0,21,21
1374,3,0.016805761975534468,0.18648310387984982,1,5,1,1,3,0,10,23
1375,2,0.013661826912084143,0.10513141426783477,1,5,1,1,2,0,10,23
1376,2,0.00937464273465188,0.11138923654568209,1,5,1,1,2,0,12,25
1377,1,0.006516519949697038,0.052565707133917394,1,5,0,1,2,0,6,7
1378,4,0.07682634045958614,0.2051314142678348,1,5,1,2,3,0,18,29
1379,3,0.019378072481993826,0.13642052565707133,1,5,2,1,3,0,12,24
1380,3,0.03395449868526351,0.14893617021276595,1,5,1,1,3,0,14,35
1381,2,0.008803018177660911,0.08385481852315393,1,5,2,2,2,0,5,20
1382,2,0.006516519949697038,0.07384230287859823,1,5,1,0,2,2,5,7
1383,4,0.028238253115353835,0.19399249061326657,1,5,2,1,4,0,12,19
1384,5,0.1711443923630959,0.5619524405506883,1,5,0,0,5,0,7,20
1385,2,0.012518577798102205,0.09524405506883603,1,5,2,1,2,0,20,37
1386,2,0.022522007545444152,0.09887359198998748,1,5,1,1,2,0,7,22
1387,2,0.010232079570138332,0.09887359198998748,2,5,1,0,2,0,5,14
1388,3,0.05967760374985709,0.17709637046307886,1,5,0,0,4,0,9,35
1389,4,0.053961358179947405,0.21777221526908636,1,5,1,1,4,0,5,17
1390,1,0.0068023322281925225,0.05819774718397997,1,5,2,0,2,0,11,15
1391,4,0.05967760374985709,0.24906132665832292,1,5,2,0,5,0,27,27
1392,3,0.05681948096490225,0.17083854818523153,1,5,1,2,3,0,15,60
1393,5,0.08825883159940551,0.34918648310387984,1,5,1,1,5,0,19,33
1394,1,0.007088144506688007,0.08010012515644555,2,5,1,1,1,2,1,3
1395,2,0.00737395678518349,0.07384230287859823,1,5,2,0,2,0,18,20
1396,1,0.007088144506688007,0.0799749687108886,2,5,2,1,1,2,3,3
1397,2,0.016805761975534468,0.1176470588235294,1,5,0,0,2,0,2,8
1398,1,0.003086772607751229,0.026908635794743428,1,5,2,2,1,2,7,7
1399,2,0.05110323539499256,0.12390488110137672,1,5,0,1,2,0,6,10
1400,1,0.008231393620669943,0.04005006257822278,1,5,0,2,1,0,13,40
1401,3,0.028238253115353835,0.14893617021276595,1,5,0,1,3,0,8,14
1402,3,0.039670744255173196,0.15769712140175218,1,5,1,0,3,0,15,60
1403,3,0.01966388476048931,0.11389236545682101,1,5,2,1,3,0,14,21
1404,2,0.005373270835715102,0.07759699624530662,1,5,2,2,2,0,4,22
1405,2,0.00594489539270607,0.08260325406758447,1,5,0,2,2,0,4,12
1406,1,0.008803018177660911,0.055068836045056316,2,5,0,1,1,2,1,5
1407,1,0.005373270835715102,0.031914893617021274,2,5,2,1,1,2,6,7
1408,2,0.013947639190579626,0.07384230287859823,1,5,1,1,2,0,9,11
1409,2,0.007945581342174459,0.08260325406758447,1,5,2,2,2,2,7,7
1410,2,0.012518577798102205,0.08010012515644555,1,5,1,1,2,0,10,18
1411,1,0.001514805076026066,0.05156445556946183,1,5,1,2,2,0,9,15
1412,2,0.015376700583057045,0.11827284105131412,1,5,2,1,2,0,8,22
1413,3,0.019663598948210816,0.13642052565707133,1,5,0,1,3,0,6,13
1414,1,0.0049445524179718755,0.03629536921151439,1,5,2,0,1,2,3,4
1415,2,0.013947639190579626,0.11138923654568209,1,5,1,1,2,2,5,17
1416,2,0.012518577798102205,0.09699624530663328,1,5,2,0,2,0,2,7
1417,3,0.023951068937921573,0.16770963704630787,1,5,0,2,3,0,20,31
1418,2,0.023951068937921573,0.11138923654568209,1,5,1,1,2,0,27,45
1419,1,0.0068023322281925225,0.04881101376720901,1,5,2,0,1,0,18,23
1420,2,0.02109294615296673,0.09887359198998748,1,5,1,0,3,0,19,20
1421,2,0.053961358179947405,0.11076345431789736,1,5,1,1,2,0,32,46
1422,1,0.005373270835715102,0.0769712140175219,2,5,1,1,1,2,10,12
1423,2,0.008231393620669943,0.08886107634543178,1,5,1,1,2,0,5,14
1424,2,0.02109294615296673,0.09261576971214017,1,5,0,1,2,0,4,13
1425,3,0.09969132273922487,0.20688360450563203,1,5,1,1,2,0,19,85
1426,2,0.01966388476048931,0.08135168961201501,1,5,1,1,2,0,0,6
1427,2,0.008803018177660911,0.08635794743429286,1,5,0,1,2,0,0,7
1428,1,0.00594489539270607,0.04593241551939925,2,5,2,1,2,2,3,23
1429,2,0.009660455013147363,0.08010012515644555,1,5,1,2,2,0,5,6
1430,2,0.013090202355093174,0.08010012515644555,1,5,2,1,2,0,5,7
1431,4,0.11398193666399908,0.2590738423028786,1,5,1,1,5,0,34,46
1432,2,0.008517205899165428,0.08635794743429286,2,5,1,1,2,2,2,8
1433,1,0.016805761975534468,0.052565707133917394,1,5,0,1,1,0,1,7
1434,2,0.0162341374185435,0.08010012515644555,1,5,2,2,2,0,15,24
1435,3,0.023951068937921573,0.11013767209011263,1,5,0,1,2,0,4,27
1436,2,0.012518577798102205,0.11952440550688359,2,5,2,1,2,0,19,27
1437,1,0.00180061735452155,0.07759699624530662,2,5,1,1,2,0,3,12
1438,4,0.07111009488967646,0.2615769712140175,1,5,1,1,4,0,35,60
1439,3,0.04252886704012804,0.13642052565707133,1,5,0,2,3,0,9,16
1440,2,0.022522007545444152,0.09011264080100125,1,5,1,1,2,2,4,6
1441,3,0.02109294615296673,0.17146433041301626,1,5,1,1,3,0,9,22
1442,3,0.018520635646507373,0.13642052565707133,1,5,1,1,3,0,17,22
1443,1,0.012518577798102205,0.055068836045056316,1,5,1,0,1,0,5,7
1444,1,0.00594489539270607,0.061326658322903634,2,5,2,1,1,2,3,4
1445,3,0.01823482336801189,0.13642052565707133,1,5,1,0,3,0,9,20
1446,3,0.015376700583057045,0.10738423028785982,1,5,2,2,3,0,9,21
1447,2,0.015376700583057045,0.09261576971214017,1,5,1,1,2,0,6,15
1448,1,0.009946267291642849,0.06633291614518147,2,5,2,1,2,2,2,3
1449,4,0.06539384931976677,0.2615769712140175,1,5,0,2,5,0,21,33
1450,1,0.00594489539270607,0.055068836045056316,1,5,1,2,2,0,4,7
1451,3,0.04824511261003772,0.19899874843554444,1,5,1,2,4,0,25,52
1452,1,0.00937464273465188,0.06883604505632039,2,5,1,0,2,2,3,7
1453,1,0.012518577798102205,0.061326658322903634,1,5,2,0,1,0,2,3
1454,1,0.0036583971647421976,0.036921151439299124,1,5,2,1,1,0,2,24
1455,3,0.02109294615296673,0.12015018773466832,1,5,0,1,2,2,1,3
1456,1,0.0016577112152738082,0.058823529411764705,1,5,2,1,1,2,4,4
1457,2,0.015376700583057045,0.08886107634543178,1,5,1,1,2,0,1,6
1458,2,0.015376700583057045,0.1176470588235294,1,5,1,2,2,0,7,10
1459,4,0.1997256202126443,0.3992490613266583,1,5,0,1,4,0,24,24
1460,3,0.039670744255173196,0.1802252816020025,1,5,0,2,3,0,18,33
1461,2,0.011661140962615753,0.09561952440550688,1,5,1,2,2,0,10,20
1462,1,0.00737395678518349,0.055068836045056316,2,5,2,2,1,0,2,3
1463,3,0.016805761975534468,0.12390488110137672,1,5,1,0,3,0,1,10
1464,1,0.004515834000228649,0.04130162703379224,2,5,1,1,1,2,1,8
1465,1,0.008231393620669943,0.052565707133917394,1,5,1,1,2,0,14,23
1466,2,0.012518577798102205,0.08911138923654567,1,5,2,1,2,0,4,7
1467,3,0.025380130330398994,0.14292866082603253,1,5,0,1,2,0,12,21
1468,1,0.0068023322281925225,0.07897371714643303,2,5,2,1,1,2,3,8
1469,2,0.01966388476048931,0.10012515644555693,1,5,0,1,2,0,4,11
1470,2,0.025380130330398994,0.09887359198998748,1,5,0,2,2,0,5,6
1471,2,0.031096375900308674,0.10826032540675844,1,5,2,1,2,0,12,14
1472,2,0.005373270835715102,0.08635794743429286,2,5,2,2,2,2,8,22
1473,1,0.009660455013147363,0.05131414267834793,2,5,1,1,1,2,0,3
1474,3,0.022522007545444152,0.1739674593241552,1,5,0,1,3,2,1,2
1475,2,0.015233794443809305,0.09361702127659573,1,5,1,1,2,0,12,24
1476,4,0.09969132273922487,0.3591989987484355,1,5,2,0,5,0,45,60
1477,1,0.012518577798102205,0.058823529411764705,1,5,0,1,2,0,7,7
1478,1,0.010517891848633816,0.06758448060075092,1,5,2,0,2,0,6,10
1479,2,0.025380130330398994,0.11138923654568209,1,5,1,0,2,0,60,71
1480,1,0.00594489539270607,0.04881101376720901,2,5,2,1,1,2,8,22
1481,2,0.01966388476048931,0.09386733416770962,1,5,1,1,2,0,9,22
1482,4,0.1082656910940894,0.34918648310387984,1,5,2,0,5,0,36,81
1483,1,0.013947639190579626,0.04881101376720901,1,5,1,1,1,0,10,22
1484,4,0.19400937464273463,0.24430538172715893,1,5,1,1,5,0,18,20
1485,3,0.039670744255173196,0.13642052565707133,1,5,1,1,3,0,6,12
1486,2,0.011089516405624784,0.09887359198998748,2,5,1,1,2,2,1,3
1487,2,0.008803018177660911,0.07259073842302878,1,5,2,2,2,0,7,12
1488,2,0.021950382988453185,0.07384230287859823,1,5,1,1,2,0,14,22
1489,4,0.07968446324454098,0.311639549436796,1,5,1,1,6,0,24,60
1490,2,0.012518577798102205,0.08260325406758447,1,5,2,1,2,0,17,22
1491,2,0.01823482336801189,0.11889862327909886,1,5,1,1,2,0,16,38
1492,2,0.01823482336801189,0.18648310387984982,2,5,1,1,3,2,4,4
1493,1,0.009660455013147363,0.061326658322903634,2,5,1,1,1,2,1,5
1494,3,0.025380130330398994,0.13892365456821026,1,5,0,2,2,0,8,45
1495,4,0.07111009488967646,0.34030037546933667,1,5,1,0,5,0,20,27
1496,3,0.01966388476048931,0.418523153942428,1,0,0,1,3,0,0,16
1497,2,0.002658054190008003,0.09887359198998748,2,0,1,1,2,2,3,4
1498,2,0.0033725848862467133,0.12390488110137672,2,0,1,1,2,2,0,4
1499,2,0.004515834000228649,0.12891113892365458,2,0,0,1,2,2,4,4
1500,3,0.005659083114210586,0.17434292866082604,2,0,1,1,3,2,1,4
1501,2,0.0025151480507602606,0.07384230287859823,2,0,0,1,1,2,3,4
1502,4,0.017234480393277695,0.32515644555694617,1,0,1,0,3,0,1,4
1503,2,0.0033725848862467133,0.10513141426783477,1,0,1,2,2,0,1,3
1504,1,0.00180061735452155,0.04881101376720901,2,0,2,1,1,2,1,2
1505,2,0.004515834000228649,0.12390488110137672,2,0,1,1,2,2,3,4
1506,3,0.0068023322281925225,0.16770963704630787,1,0,1,0,3,2,5,14
1507,2,0.002658054190008003,0.09887359198998748,1,0,1,1,2,2,1,2
1508,1,0.0019435234937692921,0.0425531914893617,2,0,1,1,1,2,3,3
1509,1,0.0023722419115125184,0.11138923654568209,2,0,1,1,1,2,0,2
1510,3,0.013947639190579626,0.24906132665832292,1,0,1,1,3,0,1,2
1511,2,0.0033725848862467133,0.08635794743429286,2,0,1,1,2,2,1,4
1512,1,0.003515491025494455,0.07384230287859823,2,0,1,1,1,2,1,4
1513,2,0.0033725848862467133,0.08635794743429286,1,0,1,1,1,2,0,1
1514,1,0.003944209443237681,0.07384230287859823,2,0,1,0,1,0,2,4
1515,2,0.003944209443237681,0.1739674593241552,2,0,0,1,3,2,0,1
1516,1,0.0016577112152738082,0.07384230287859823,2,0,2,1,1,2,0,3
1517,2,0.0068023322281925225,0.09511889862327909,2,0,0,1,2,2,8,32
1518,2,0.004515834000228649,0.11138923654568209,1,0,1,2,2,2,1,2
1519,1,0.00180061735452155,0.061326658322903634,2,0,0,1,1,2,0,3
1520,2,0.003944209443237681,0.13642052565707133,2,0,2,1,2,2,1,2
1521,1,0.00180061735452155,0.061326658322903634,2,0,1,1,1,2,1,2
1522,3,0.0068023322281925225,0.15644555694618273,2,0,0,1,3,2,0,2
1523,3,0.015090888304561562,0.21777221526908636,1,0,1,1,3,0,2,4
1524,1,0.0038013033039899394,0.07384230287859823,1,0,1,0,1,0,1,3
1525,1,0.0009431805190350977,0.055068836045056316,2,0,1,1,1,2,0,3
1526,2,0.002658054190008003,0.09887359198998748,2,0,1,1,1,2,3,4
1527,1,0.0012289927975305819,0.04881101376720901,2,0,2,1,1,2,0,2
1528,2,0.004230021721733165,0.07384230287859823,1,0,2,0,2,2,1,2
1529,1,0.0016577112152738082,0.04881101376720901,2,0,2,1,1,2,0,2
1530,2,0.003229678746998971,0.11138923654568209,2,0,0,1,2,2,0,3
1531,2,0.0025151480507602606,0.14893617021276595,2,0,1,1,1,2,0,4
1532,2,0.004801646278724134,0.1295369211514393,1,0,1,0,2,2,1,2
1533,3,0.007659769063678976,0.12653316645807258,1,0,0,0,3,2,10,10
1534,3,0.003086772607751229,0.14893617021276595,2,0,2,1,2,2,0,4
1535,2,0.0033725848862467133,0.12390488110137672,1,0,2,1,1,2,1,3
1536,2,0.013947639190579626,0.15894868585732164,1,0,0,1,2,0,2,12
1537,1,0.0016577112152738082,0.055068836045056316,1,0,1,1,1,2,1,2
1538,2,0.008231393620669943,0.055068836045056316,2,0,2,1,2,2,2,3
1539,1,0.0025151480507602606,0.07384230287859823,2,0,1,1,2,2,3,4
1540,2,0.003944209443237681,0.09887359198998748,2,0,1,1,2,2,2,3
1541,1,0.00180061735452155,0.061326658322903634,2,0,2,1,1,2,2,4
1542,3,0.012518577798102205,0.20901126408010012,2,0,1,1,3,0,7,19
1543,3,0.01823482336801189,0.24906132665832292,1,0,1,0,3,0,23,40
1544,1,0.003086772607751229,0.061326658322903634,1,0,1,0,1,0,1,4
1545,1,0.0016577112152738082,0.061326658322903634,1,0,1,0,1,2,2,2
1546,1,0.0022293357722647767,0.09887359198998748,2,0,2,1,1,2,2,3
1547,2,0.006230707671201554,0.13642052565707133,2,0,1,2,2,2,2,3
1548,2,0.008231393620669943,0.14893617021276595,2,0,1,1,2,2,3,4
1549,1,0.0019435234937692921,0.061326658322903634,1,0,2,1,1,2,2,3
1550,2,0.004230021721733165,0.14330413016270338,2,0,1,2,2,2,3,4
1551,1,0.00180061735452155,0.053817271589486855,2,0,1,1,1,2,3,4
1552,2,0.005373270835715102,0.12891113892365458,1,0,1,1,2,0,1,7
1553,4,0.031096375900308674,0.36170212765957444,1,0,0,0,4,0,7,18
1554,3,0.008231393620669943,0.14893617021276595,2,0,1,1,2,2,1,2
1555,3,0.005373270835715102,0.19899874843554444,2,0,1,2,3,0,2,3
1556,4,0.02366525665942609,0.392991239048811,1,0,2,0,4,2,8,19
1557,2,0.004515834000228649,0.12390488110137672,2,0,1,1,2,2,2,4
1558,2,0.003944209443237681,0.14893617021276595,2,0,1,1,2,2,1,2
1559,1,0.0013718989367783238,0.04881101376720901,2,0,1,1,1,2,4,5
1560,2,0.004230021721733165,0.1176470588235294,1,0,0,1,3,2,1,1
1561,2,0.0023722419115125184,0.065081351689612,1,0,1,1,1,2,1,3
1562,1,0.0019435234937692921,0.03629536921151439,1,0,2,1,1,2,0,2
1563,2,0.003944209443237681,0.12390488110137672,2,0,1,1,2,2,0,3
1564,1,0.003086772607751229,0.055068836045056316,2,0,2,1,1,2,3,3
1565,1,0.0025151480507602606,0.07384230287859823,1,0,1,0,1,2,0,1
1566,2,0.004230021721733165,0.13642052565707133,2,0,2,1,2,2,2,4
1567,1,0.002800960329255745,0.04881101376720901,2,0,2,1,1,2,1,4
1568,2,0.002800960329255745,0.08635794743429286,2,0,2,1,2,2,1,2
1569,2,0.005373270835715102,0.13704630788485608,2,0,1,1,2,2,1,4
1570,3,0.006516519949697038,0.17772215269086358,2,0,1,1,2,2,3,4
1571,2,0.0038013033039899394,0.10513141426783477,2,0,1,1,2,2,2,4
1572,1,0.0008002743797873556,0.08010012515644555,2,0,2,1,1,2,1,2
1573,2,0.003086772607751229,0.14893617021276595,2,0,2,1,2,2,0,2
1574,2,0.0020864296330170345,0.07384230287859823,2,0,2,1,2,2,1,3
1575,1,0.0022293357722647767,0.04881101376720901,1,0,1,1,1,2,2,4
1576,4,0.05110323539499256,0.34918648310387984,1,0,0,2,4,0,0,4
1577,2,0.002658054190008003,0.13642052565707133,2,0,1,1,2,2,0,1
1578,2,0.003086772607751229,0.11138923654568209,2,0,2,0,2,2,1,5
1579,3,0.008803018177660911,0.16145181476846057,2,0,1,1,2,2,2,4
1580,2,0.003944209443237681,0.12390488110137672,2,0,1,1,3,2,0,1
1581,3,0.005659083114210586,0.12390488110137672,1,0,0,1,3,2,1,2
1582,2,0.003086772607751229,0.11138923654568209,1,0,2,1,2,0,0,1
1583,1,0.0016577112152738082,0.09887359198998748,1,0,2,1,1,0,1,1
1584,2,0.003944209443237681,0.09261576971214017,2,0,2,1,2,2,1,3
1585,2,0.0029152852406539383,0.13642052565707133,1,0,2,0,2,2,2,5
1586,2,0.003944209443237681,0.14893617021276595,2,0,1,1,2,2,1,3
1587,2,0.005087458557219617,0.12390488110137672,1,0,1,1,2,0,0,2
1588,2,0.00737395678518349,0.12390488110137672,1,0,1,0,2,0,4,4
1589,3,0.013376014633588658,0.24906132665832292,1,0,1,1,3,0,2,4
1590,1,0.0016577112152738082,0.06758448060075092,2,0,1,1,1,2,1,3
1591,2,0.003944209443237681,0.14017521902377972,2,0,2,2,2,2,0,4
1592,2,0.0025151480507602606,0.07384230287859823,2,0,1,1,2,2,0,1
1593,1,0.0016577112152738082,0.011264080100125157,1,0,1,1,1,2,1,2
1594,2,0.0022293357722647767,0.061326658322903634,2,0,1,1,1,2,2,5
1595,1,0.0019435234937692921,0.07384230287859823,2,0,2,1,1,2,0,3
1596,2,0.009660455013147363,0.14893617021276595,1,0,1,0,2,0,1,5
1597,2,0.004230021721733165,0.10513141426783477,2,0,1,1,2,2,1,2
1598,1,0.0009431805190350977,0.07384230287859823,2,0,2,1,1,2,1,4
1599,2,0.004230021721733165,0.07384230287859823,2,0,2,1,1,2,1,3
1600,2,0.0025151480507602606,0.08635794743429286,2,0,1,1,1,2,1,4
1601,1,0.0019435234937692921,0.04881101376720901,1,0,2,1,1,2,1,1
1602,1,0.0013718989367783238,0.04881101376720901,2,0,1,1,1,2,3,4
1603,2,0.0033725848862467133,0.12390488110137672,1,0,2,1,2,2,1,2
1604,2,0.0025151480507602606,0.14893617021276595,2,0,1,1,2,2,0,4
1605,3,0.015376700583057045,0.19937421777221526,1,0,1,1,3,0,6,17
1606,3,0.003944209443237681,0.14893617021276595,2,0,1,2,3,2,0,2
1607,1,0.003086772607751229,0.05131414267834793,1,0,1,1,1,0,2,5
1608,2,0.0022293357722647767,0.14893617021276595,2,0,1,1,2,2,3,4
1609,3,0.009946267291642849,0.22040050062578223,2,0,1,1,3,0,10,18
1610,3,0.010232079570138332,0.14893617021276595,2,0,1,1,3,2,2,3
1611,2,0.0013718989367783238,0.08635794743429286,2,0,2,1,1,2,1,2
1612,1,0.004515834000228649,0.0750938673341677,2,0,1,1,1,2,10,10
1613,1,0.0019435234937692921,0.09887359198998748,2,0,2,1,1,2,3,4
1614,1,0.00180061735452155,0.06758448060075092,2,0,1,1,1,2,2,3
1615,2,0.0023722419115125184,0.09261576971214017,2,0,1,1,1,2,1,4
1616,2,0.003515491025494455,0.08635794743429286,1,0,1,0,2,2,1,3
1617,1,0.0022293357722647767,0.07384230287859823,1,0,1,1,1,2,2,2
1618,1,0.0016577112152738082,0.04380475594493116,2,0,2,1,1,2,0,2
1619,2,0.003086772607751229,0.09887359198998748,2,0,2,1,2,2,2,4
1620,4,0.028238253115353835,0.4618272841051314,1,0,1,1,5,0,18,22
1621,2,0.003086772607751229,0.14893617021276595,2,0,2,1,2,2,1,3
1622,1,0.0020864296330170345,0.058823529411764705,2,0,0,1,1,2,2,3
1623,2,0.004801646278724134,0.12390488110137672,2,0,1,1,2,2,0,3
1624,1,0.002800960329255745,0.09887359198998748,2,0,1,2,1,2,0,3
1625,3,0.004801646278724134,0.11138923654568209,2,0,0,1,2,2,2,3
1626,3,0.004515834000228649,0.1802252816020025,2,0,1,1,3,2,0,2
1627,1,0.001514805076026066,0.04881101376720901,2,0,2,1,1,2,0,3
1628,2,0.0029438664685034867,0.08635794743429286,2,0,1,1,2,2,1,2
1629,2,0.00594489539270607,0.12390488110137672,1,0,1,1,2,0,2,6
1630,1,0.0033725848862467133,0.055068836045056316,1,0,0,1,1,2,3,3
1631,3,0.005373270835715102,0.09549436795994992,1,0,1,0,2,0,2,12
1632,2,0.0025151480507602606,0.14893617021276595,2,0,1,1,2,2,1,2
1633,2,0.003944209443237681,0.12390488110137672,2,0,2,1,2,2,2,3
1634,1,0.0019435234937692921,0.017521902377972465,2,0,2,1,1,2,2,3
1635,2,0.003086772607751229,0.10700876095118897,2,0,1,1,2,2,1,5
1636,1,0.005373270835715102,0.07384230287859823,2,0,1,1,1,2,1,4
1637,2,0.005373270835715102,0.09887359198998748,2,0,1,1,1,2,2,3
1638,1,0.0019435234937692921,0.023779724655819776,2,0,1,1,1,2,0,4
1639,1,0.002800960329255745,0.07384230287859823,1,0,2,0,2,2,1,4
1640,3,0.011089516405624784,0.2290362953692115,1,0,1,1,2,0,5,14
1641,2,0.0025151480507602606,0.09887359198998748,2,0,1,1,2,2,2,4
1642,3,0.008231393620669943,0.19899874843554444,1,0,1,2,2,0,2,4
1643,2,0.0019435234937692921,0.07384230287859823,2,0,2,1,1,2,1,2
1644,2,0.003944209443237681,0.13642052565707133,1,0,2,0,2,2,3,3
1645,2,0.003086772607751229,0.1176470588235294,2,0,1,1,2,2,1,2
1646,2,0.003086772607751229,0.11201501877346683,2,0,1,2,2,2,3,6
1647,3,0.005373270835715102,0.14893617021276595,1,0,1,0,2,2,0,1
1648,3,0.0033725848862467133,0.12390488110137672,2,0,1,1,1,2,1,2
1649,2,0.004658740139476391,0.13391739674593242,2,0,0,1,2,2,1,4
1650,1,0.0019435234937692921,0.07384230287859823,2,0,1,1,1,2,0,4
1651,2,0.0020864296330170345,0.12390488110137672,2,0,1,1,2,2,0,3
1652,1,0.00180061735452155,0.07384230287859823,2,0,1,1,1,2,1,2
1653,2,0.00594489539270607,0.13642052565707133,2,0,1,1,2,2,2,5
1654,1,0.0013718989367783238,0.03629536921151439,2,0,2,1,1,2,0,2
1655,2,0.009060249228306847,0.14893617021276595,1,0,0,1,1,0,3,6
1656,2,0.003944209443237681,0.09887359198998748,2,0,0,1,1,2,1,4
1657,2,0.0025151480507602606,0.06570713391739674,2,0,2,1,1,2,3,4
1658,2,0.0025151480507602606,0.09887359198998748,2,0,2,1,2,2,1,3
1659,3,0.005659083114210586,0.14380475594493117,2,0,2,1,2,2,4,5
1660,4,0.017663198811020922,0.3304130162703379,1,0,2,0,5,0,16,34
1661,1,0.0016291299874242598,0.0050062578222778474,1,0,1,0,1,2,0,4
1662,2,0.0036583971647421976,0.08635794743429286,2,0,2,1,1,2,2,3
1663,1,0.0038013033039899394,0.06758448060075092,2,0,1,0,1,0,4,5
1664,1,0.001514805076026066,0.08635794743429286,2,0,1,1,1,2,2,4
1665,2,0.0033725848862467133,0.07384230287859823,2,0,2,1,2,2,1,5
1666,2,0.0019435234937692921,0.07384230287859823,2,0,1,1,1,2,1,4
1667,2,0.004801646278724134,0.12390488110137672,2,0,1,1,1,2,2,4
1668,2,0.005373270835715102,0.13642052565707133,2,0,1,1,3,2,2,2
1669,1,0.0036583971647421976,0.09261576971214017,1,0,1,1,1,2,3,4
1670,4,0.013947639190579626,0.36170212765957444,2,0,0,1,4,2,5,7
1671,2,0.0038013033039899394,0.12265331664580724,2,0,2,1,2,2,1,4
1672,2,0.003944209443237681,0.16145181476846057,2,0,0,1,2,2,0,2
1673,1,0.0029438664685034867,0.06758448060075092,1,0,1,1,1,2,2,3
1674,3,0.003944209443237681,0.16896120150187735,2,0,1,1,2,2,5,9
1675,2,0.003086772607751229,0.07384230287859823,1,0,1,0,2,2,2,4
1676,2,0.004801646278724134,0.14893617021276595,1,0,1,1,2,2,0,12
1677,2,0.003944209443237681,0.13016270337922403,2,0,1,1,2,2,1,5
1678,2,0.003086772607751229,0.10387984981226532,2,0,1,1,2,2,2,4
1679,2,0.0068023322281925225,0.13016270337922403,2,0,1,1,2,2,1,5
1680,3,0.04252886704012804,0.4055068836045056,1,0,0,1,4,0,2,6
1681,1,0.0025151480507602606,0.061326658322903634,2,0,2,1,1,2,2,3
1682,2,0.0019435234937692921,0.11138923654568209,2,0,1,1,1,2,1,3
1683,2,0.011089516405624784,0.16145181476846057,1,0,1,1,2,0,2,4
1684,2,0.003086772607751229,0.07384230287859823,2,0,2,1,1,2,2,3
1685,2,0.004230021721733165,0.11138923654568209,1,0,1,1,1,0,3,5
1686,2,0.006230707671201554,0.13642052565707133,1,0,1,1,2,0,2,5
1687,2,0.0068023322281925225,0.13642052565707133,1,0,1,1,2,0,2,10
1688,1,0.0016577112152738082,0.07384230287859823,2,0,2,1,1,2,2,3
1689,2,0.004658740139476391,0.15519399249061328,1,0,2,0,2,2,1,2
1690,1,0.0025151480507602606,0.0506883604505632,1,0,1,1,1,0,3,3
1691,3,0.010803704127129301,0.14893617021276595,2,0,0,1,3,2,1,4
1692,3,0.00594489539270607,0.14893617021276595,1,0,2,0,2,2,4,4
1693,2,0.004801646278724134,0.12390488110137672,2,0,1,2,2,2,2,4
1694,2,0.006230707671201554,0.16145181476846057,2,0,0,1,2,2,3,4
1695,2,0.005373270835715102,0.14267834793491865,1,0,2,1,2,2,2,4
1696,1,0.0025151480507602606,0.055068836045056316,1,0,1,1,1,2,3,4
1697,1,0.003944209443237681,0.07384230287859823,1,0,1,1,1,0,5,5
1698,2,0.004515834000228649,0.12390488110137672,2,0,1,1,2,2,3,4
1699,3,0.015662512861552534,0.23654568210262827,1,0,2,0,3,0,6,16
1700,3,0.011946953241111237,0.21151439299123903,1,0,1,1,3,0,3,4
1701,2,0.0068023322281925225,0.13642052565707133,1,0,1,1,2,2,2,5
1702,1,0.0022293357722647767,0.061326658322903634,1,0,1,1,1,2,1,3
1703,3,0.008517205899165428,0.218648310387985,2,0,1,1,3,2,9,10
1704,1,0.0013718989367783238,0.03629536921151439,2,0,1,1,1,2,0,2
1705,1,0.0010860866582828397,0.061326658322903634,2,0,1,1,1,2,2,3
1706,2,0.004230021721733165,0.14893617021276595,2,0,2,0,2,2,0,1
1707,1,0.005373270835715102,0.09887359198998748,1,0,1,2,1,0,0,5
1708,3,0.007659769063678976,0.1590738423028786,2,0,1,1,3,2,2,4
1709,2,0.004801646278724134,0.1802252816020025,1,0,1,1,2,2,0,2
1710,1,0.003086772607751229,0.07384230287859823,2,0,1,0,1,0,3,3
1711,2,0.005373270835715102,0.12140175219023779,2,0,0,2,2,2,3,4
